"","actor.followersCount","actor.friendsCount","actor.languages","actor.link","actor.preferredUsername","actor.statusesCount","body","generator.displayName","lat","lon","gnip.klout_score","inReplyTo.link","link","object.actor.displayName","object.actor.followersCount","object.actor.preferredUsername","object.actor.statusesCount","object.twitter_entities.hashtags.text","postedTime","day","hour","min","sec","comboTime","retweetCount","twitter_entities.hashtags.text","twitter_entities.user_mentions.screen_name","verb"
"127999",23,166,"en","http://www.twitter.com/ADtwenty7","ADtwenty7","567","Can't be safe #sandy http://t.co/x3SdYxAI","Twitter for iPhone","39.2838758","-74.5699583","24","","http://twitter.com/ADtwenty7/statuses/263295158353813504","","","","","","2012-10-30T15:03:52.000Z",30,15,3,52,"10-30 15:03","","sandy","","post"
"151291",2,16,"en","http://www.twitter.com/Bloomweather","Bloomweather","8","May God Strenghen and favor those affected by Sandy","Twitter for Android","-5.8296316","13.4618121","10","","http://twitter.com/Bloomweather/statuses/263566421408227328","","","","","","2012-10-31T09:01:46.000Z",31,9,1,46,"10-31 09:01","","","","post"
"129449",257,897,"es","http://www.twitter.com/ANGGYGELL","ANGGYGELL","7212","Levanto mis oraciones por todos nuestros hermanos la latinos y americanos que sufren por el paso de #Sandy","Twitter for iPhone","19.38612614","-99.19397396","48","","http://twitter.com/ANGGYGELL/statuses/263304329132380160","","","","","","2012-10-30T15:40:18.000Z",30,15,40,18,"10-30 15:40","0","Sandy","","post"
"47321",78,145,"en","http://www.twitter.com/DJ_FADES","DJ_FADES","446","That slut sandy is on her way to CT! She is gonna blow everybody!! Stay safe everyone!!! #HurricaneSandy","Twitter for iPhone","41.94207051","-72.60480569","25","","http://twitter.com/DJ_FADES/statuses/262891323495956480","","","","","","2012-10-29T12:19:10.000Z",29,12,19,10,"10-29 12:19","0","HurricaneSandy","","post"
"66468",200,396,"en","http://www.twitter.com/Lizxo817","Lizxo817","13529","I'm so nervous right now! #HurricaneSandy","Twitter for iPhone","41.38704842","-72.89702233","43","","http://twitter.com/Lizxo817/statuses/262984712807657472","","","","","","2012-10-29T18:30:16.000Z",29,18,30,16,"10-29 18:30","","HurricaneSandy","","post"
"100797",7480,1492,"en","http://www.twitter.com/schneidermike","","46857","#sandy #frankenstorm #latergram @ Revere Beach http://t.co/rvj42tFP","Instagram","42.40869227","-70.99090576","60","","http://twitter.com/schneidermike/statuses/263084715907620865","","","","","","2012-10-30T01:07:38.000Z",30,1,7,38,"10-30 01:07","","sandy,frankenstorm","","post"
"142717",707,320,"es","http://www.twitter.com/richardrobles94","richardrobles94","12163","NY, ya se la pelaron, NETA. http://t.co/4lLBZTuK","Twitter for iPhone","20.74495582","-103.3995711","37","","http://twitter.com/richardrobles94/statuses/263418049787465728","","","","","","2012-10-30T23:12:11.000Z",30,23,12,11,"10-30 23:12","0","","","post"
"106807",1349,1994,"en","http://www.twitter.com/JulioFDRezende","JulioFDRezende","18046","?@Estadao: Furac?o Sandy j? causou 'pelo menos' 10 mortes nos EUA, diz CNN?","Twitter for iPhone","-5.79228141","-35.18691075","53","","http://twitter.com/JulioFDRezende/statuses/263109712441143296","","","","","","2012-10-30T02:46:58.000Z",30,2,46,58,"10-30 02:46","0","","Estadao","post"
"114256",28,106,"en","http://www.twitter.com/taT00ahGOTcrop","taT00ahGOTcrop","368","Praying for the #EASTCOAST Lord we ask you be with our people. #HURRICANE #SANDY no joke.","Twitter for Android","37.6643241","-122.4808589","29","","http://twitter.com/taT00ahGOTcrop/statuses/263146353117507585","","","","","","2012-10-30T05:12:34.000Z",30,5,12,34,"10-30 05:12","","EASTCOAST,HURRICANE","","post"
"59384",123,141,"en","http://www.twitter.com/hotballa3","hotballa3","1227","Sandy flexxin hard as hell right now!!!","Twitter for iPhone","40.71500363","-73.82149148","43","","http://twitter.com/hotballa3/statuses/262956233630298113","","","","","","2012-10-29T16:37:06.000Z",29,16,37,6,"10-29 16:37","","","","post"
"91720",1455,504,"en","http://www.twitter.com/marleyalamia","marleyalamia","24232","Wait what happened to the bench did sandy take it","Twitter for Android","34.024606","-117.6872854","39","","http://twitter.com/marleyalamia/statuses/263060931750281216","","","","","","2012-10-29T23:33:08.000Z",29,23,33,8,"10-29 23:33","0","","","post"
"108238",572,505,"pt","http://www.twitter.com/CesarMarinhoo","CesarMarinhoo","5616","Desde que a Sandy virou Furac?o s? aconteceram estragos --'","Twitter for Android","-3.1398942","-60.0092332","43","","http://twitter.com/CesarMarinhoo/statuses/263114501585526784","","","","","","2012-10-30T03:06:00.000Z",30,3,6,0,"10-30 03:06","0","","","post"
"130023",1089,953,"en","http://www.twitter.com/forevaaaaliyah","forevaaaaliyah","45766","?@jashon12: Sandy fuccs wit me dats why she left my power n shit on lol niggas sud of got cool wit sandy lol? lmao","Twitter for iPhone","37.23515723","-77.42037774","47","","http://twitter.com/forevaaaaliyah/statuses/263308145605103616","","","","","","2012-10-30T15:55:28.000Z",30,15,55,28,"10-30 15:55","0","","jashon12","post"
"20693",290,796,"en","http://www.twitter.com/johnbowen3","johnbowen3","3640","@dbj42 come over for the #HurricaneSandy party. I don't have work Monday or Tuesday. It's like a snow day at IUP","Twitter for iPhone","40.03155502","-75.2253321","44","http://twitter.com/dbj42/statuses/262574885413466112","http://twitter.com/johnbowen3/statuses/262600493052858368","","","","","","2012-10-28T17:03:31.000Z",28,17,3,31,"10-28 17:03","","HurricaneSandy","dbj42","post"
"120154",273,405,"en","http://www.twitter.com/LindiannaJones","LindiannaJones","8248","Bak to sleep goodnight. #thankssandy","Twitter for iPhone","41.13982815","-81.25546787","44","","http://twitter.com/LindiannaJones/statuses/263235049284050944","","","","","","2012-10-30T11:05:01.000Z",30,11,5,1,"10-30 11:05","","thankssandy","","post"
"114110",625,561,"en","http://www.twitter.com/mgrass1142","mgrass1142","2234","Veo las imagenes del Hurac?n Sandy y me acuerdo como cuando peque?o me tube que volver antes de Miami por el Hurac?n Floyd :s","Twitter for iPhone","-33.39952597","-70.55050917","62","","http://twitter.com/mgrass1142/statuses/263145149599715328","","","","","","2012-10-30T05:07:47.000Z",30,5,7,47,"10-30 05:07","0","","","post"
"41879",463,635,"en","http://www.twitter.com/jessicastockleo","jessicastockleo","7768","?@briancruz03: Smoking before I die by hurricane sandy? it's been real nigga?","Twitter for iPhone","41.66728592","-74.09638214","36","","http://twitter.com/jessicastockleo/statuses/262768398931460096","","","","","","2012-10-29T04:10:42.000Z",29,4,10,42,"10-29 04:10","","","briancruz03","post"
"16478",47,93,"en","http://www.twitter.com/supertolly","supertolly","48","Weather ok right now, no sign of Sandy. We'll see what this evening brings. On an optimistic note, it's Baltimore Beer Week!","Twitter for iPhone","39.29202821","-76.61729832","24","","http://twitter.com/supertolly/statuses/262541987880783872","","","","","","2012-10-28T13:11:02.000Z",28,13,11,2,"10-28 13:11","0","","","post"
"164673",275,232,"en","http://www.twitter.com/michaelmirer","michaelmirer","3486","Kanye? MT @RollingStone: Springsteen, Bon Jovi, Sting and Billy Joel yo play a benefit concert for #Sandy victims: http://t.co/Q3FK1rg2","Twitter for Android","43.0701624","-89.4543303","43","","http://twitter.com/michaelmirer/statuses/263993827596066816","","","","","","2012-11-01T13:20:07.000Z",1,13,20,7,"11-01 13:20","0","Sandy","RollingStone","post"
"143296",136,217,"en","http://www.twitter.com/PeterRasmussen6","PeterRasmussen6","1046","Did he just call Hurricane Sandy Hurricane Katrina","Twitter for iPhone","43.13763809","-79.03578451","40","","http://twitter.com/PeterRasmussen6/statuses/263423686697177088","","","","","","2012-10-30T23:34:35.000Z",30,23,34,35,"10-30 23:34","","","","post"
"129157",173,388,"en","http://www.twitter.com/steakNsteez","steakNsteez","921","Aftermath. Only tree that fell on the block. #HurricaneSandy  @ Gulf Gas Station http://t.co/TDseharS","Instagram","40.72000595","-73.76152","24","","http://twitter.com/steakNsteez/statuses/263302345335640064","","","","","","2012-10-30T15:32:25.000Z",30,15,32,25,"10-30 15:32","0","HurricaneSandy","","post"
"121714",107,141,"en","http://www.twitter.com/jomopho","jomopho","2839","I really don't see what the big deal is--Meteorologist Katy Perry taught us that after a hurricane comes a rainbow. #hurricanesandy","HootSuite","32.65459824","-85.44904327","43","","http://twitter.com/jomopho/statuses/263249768107634688","","","","","","2012-10-30T12:03:30.000Z",30,12,3,30,"10-30 12:03","0","hurricanesandy","","post"
"118444",270,135,"en","http://www.twitter.com/pedringuimaraes","pedringuimaraes","29246","?... parece que o Furac?o Sandy deu interfer?ncia aqui, col?gio INTEIRO sem luz, to com calor porra, quero AAAAR.","Janetter","-22.5422886","-44.1791326","38","","http://twitter.com/pedringuimaraes/statuses/263206152890896384","","","","","","2012-10-30T09:10:11.000Z",30,9,10,11,"10-30 09:10","","","","post"
"124499",8,63,"en","http://www.twitter.com/NZNNiReport","NZNNiReport","942","Sandy visits Dover NJ.: storm damage in my town.  http://t.co/zSNf1fOB #iReport","twitterfeed","40.8904552","-74.5611503","16","","http://twitter.com/NZNNiReport/statuses/263272927330455552","","","","","","2012-10-30T13:35:31.000Z",30,13,35,31,"10-30 13:35","","iReport","","post"
"121926",248,369,"en","http://www.twitter.com/nyambigambino","nyambigambino","8934","A #Sandy nigggaaa that's that shit I don't like! Bang bang! @CarrieKay_","Twitter for Android","43.83707053","-79.33162512","45","","http://twitter.com/nyambigambino/statuses/263251394734215168","","","","","","2012-10-30T12:09:58.000Z",30,12,9,58,"10-30 12:09","0","Sandy","CarrieKay_","post"
"49033",510,1423,"en","http://www.twitter.com/Church007","Church007","9320","Mornin' munecas @izziedoo @Bella_Nath @I_amAiv Kijan nap jere #Sandy la nan NY???","Twitter for BlackBerry?","19.47549946","-70.68008821","47","","http://twitter.com/Church007/statuses/262905232923693058","","","","","","2012-10-29T13:14:26.000Z",29,13,14,26,"10-29 13:14","0","Sandy","izziedoo,Bella_Nath","post"
"140144",354,299,"en","http://www.twitter.com/CintraMcGauley","CintraMcGauley","981","I'm sayin dolla dolla beers y'all (dolla dolla beers y'all) #nyc #sandy (@ McFadden's Saloon w/ 2 others) http://t.co/lJHDexSq","foursquare","40.74992039","-73.9723307","57","","http://twitter.com/CintraMcGauley/statuses/263394042690285569","","","","","","2012-10-30T21:36:48.000Z",30,21,36,48,"10-30 21:36","0","nyc,sandy","","post"
"158760",25423,1321,"en","http://www.twitter.com/1marketingmaven","1marketingmaven","834","Feeling lucky to be in FL after looking at all the #sandy destruction. Feels ironic http://t.co/Ir671WyO","Twitter for iPhone","27.11051815","-82.44709322","66","","http://twitter.com/1marketingmaven/statuses/263741990582235136","","","","","","2012-10-31T20:39:25.000Z",31,20,39,25,"10-31 20:39","0","sandy","","post"
"32149",523,998,"en","http://www.twitter.com/MSiry","MSiry","23755","I'm at Frankenstorm Apocalypse - Hurricane Sandy (New York, NY) w/ 2951 others http://t.co/bEKFnwfT","foursquare","40.78963975","-73.79241943","50","","http://twitter.com/MSiry/statuses/262694529843482625","","","","","","2012-10-28T23:17:11.000Z",28,23,17,11,"10-28 23:17","0","","","post"
"165543",519,502,"en","http://www.twitter.com/Orlandoghost","Orlandoghost","14990","@ntando_will @Ibukun_M @Slieeh16 @Cobhoza :World is coming2 an end funny weather,hurricane Sandy,ppl coming out of the closet &amp; now this Lol","Twitter for BlackBerry?","-26.34383","28.18466","46","http://twitter.com/ntando_will/statuses/264025047251947520","http://twitter.com/Orlandoghost/statuses/264025971299065856","","","","","","2012-11-01T15:27:51.000Z",1,15,27,51,"11-01 15:27","","","ntando_will,Ibukun_M","post"
"57012",645,1268,"en","http://www.twitter.com/gdawg99","gdawg99","6284","On my walk to work today, I imagined John Travolta saying ""Hurricane SANDY!"" and burst out laughing. By myself. In front of passers-by.","Twitter for Android","43.4509669","-80.4854809","57","","http://twitter.com/gdawg99/statuses/262946746932551682","","","","","","2012-10-29T15:59:24.000Z",29,15,59,24,"10-29 15:59","0","","","post"
"162245",213,253,"en","http://www.twitter.com/HanRobinson","HanRobinson","1750","Did not treat-or-treat.  Did not dress up.  Studied all night.  And Sandy ruined my house #worsthalloweenever ????","Twitter for iPhone","39.86375125","-75.3561082","42","","http://twitter.com/HanRobinson/statuses/263832793769992195","","","","","","2012-11-01T02:40:14.000Z",1,2,40,14,"11-01 02:40","0","worsthalloweenever","","post"
"85838",98,193,"en","http://www.twitter.com/Nick__Soares","Nick__Soares","257","There best not be school Tom. #sandy","Twitter for Android","41.8271473","-71.1225604","","","http://twitter.com/Nick__Soares/statuses/263045673203687425","","","","","","2012-10-29T22:32:30.000Z",29,22,32,30,"10-29 22:32","","sandy","","post"
"62049",307,403,"en","http://www.twitter.com/sydknea","sydknea","5249","Even Clyde's closed for hurricane sandy?! Clyde's never closes. I just want my paycheck ??","Twitter for iPhone","39.03161451","-77.5191482","42","","http://twitter.com/sydknea/statuses/262965860191330304","","","","","","2012-10-29T17:15:21.000Z",29,17,15,21,"10-29 17:15","0","","","post"
"148336",119,76,"pt","http://www.twitter.com/ComRisos","ComRisos","620","@Sandy_Lindsay ok! Vlw","Twitter for Android","-22.2550336","-53.3437772","","http://twitter.com/Sandy_Lindsay/statuses/263494255736127488","http://twitter.com/ComRisos/statuses/263494413328711681","","","","","","2012-10-31T04:15:38.000Z",31,4,15,38,"10-31 04:15","","","Sandy_Lindsay","post"
"29039",16,23,"en","http://www.twitter.com/flo_eh_oh","flo_eh_oh","172","Crazy Weather like this for this whole week? Hurricane Sandy!","Twitter for Android","43.7328694","-79.3591766","13","","http://twitter.com/flo_eh_oh/statuses/262673732022173696","","","","","","2012-10-28T21:54:32.000Z",28,21,54,32,"10-28 21:54","","","","post"
"79364",98,248,"en","http://www.twitter.com/BradlieA","BradlieA","2701","Sandy play nice in new york.","Twitter for Android","51.433884","-2.53834253","22","","http://twitter.com/BradlieA/statuses/263027698723614721","","","","","","2012-10-29T21:21:04.000Z",29,21,21,4,"10-29 21:21","","","","post"
"26957",92,200,"en","http://www.twitter.com/brittlizarda","brittlizarda","878","Sandy oh sandy!","Twitter for Android","41.7976316","-71.4545523","37","","http://twitter.com/brittlizarda/statuses/262658045685936130","","","","","","2012-10-28T20:52:12.000Z",28,20,52,12,"10-28 20:52","","","","post"
"119337",88,143,"fr","http://www.twitter.com/MaheDlp","MaheDlp","1549","Pourquoi on donne toujours les pires noms de beauf aux catastrophes climatiques ? #sandy","Twitter for iPhone","43.06284041","6.1491177","41","","http://twitter.com/MaheDlp/statuses/263222218731954177","","","","","","2012-10-30T10:14:02.000Z",30,10,14,2,"10-30 10:14","","sandy","","post"
"174635",1079,414,"en","http://www.twitter.com/finitor","","5941","Sick &amp; old people in the projects could use help getting their relief supplies up the stairwells, if you able #Sandy http://t.co/obux571O","Flickr","40.716833","-73.973334","55","","http://twitter.com/finitor/statuses/264427446730891264","","","","","","2012-11-02T18:03:10.000Z",2,18,3,10,"11-02 18:03","0","Sandy","","post"
"125268",39,151,"en","http://www.twitter.com/Wong79Ah","Wong79Ah","654","@EmmyCurley r u mad its tad windy there lol #hurricanesandy","Twitter for iPhone","54.58430076","-5.90516928","40","http://twitter.com/EmmyCurley/statuses/263277391617593346","http://twitter.com/Wong79Ah/statuses/263277897329033217","","","","","","2012-10-30T13:55:16.000Z",30,13,55,16,"10-30 13:55","","hurricanesandy","EmmyCurley","post"
"136245",230,214,"en","http://www.twitter.com/heLoveninaaaa","heLoveninaaaa","11503","?@Lovelaaceee: Damn 33 dead due to hurricane Sandy. Prayers going out . #sadtweet #RIP ????","Twitter for iPhone","32.52414569","-92.71144703","39","","http://twitter.com/heLoveninaaaa/statuses/263356787330277376","","","","","","2012-10-30T19:08:45.000Z",30,19,8,45,"10-30 19:08","0","sadtweet,RIP","Lovelaaceee","post"
"37893",525,663,"en","http://www.twitter.com/thatsssss_odee","thatsssss_odee","7111","Fuck we're going to be swimming here in secaucus #HurricaneSandy #swamps ??????","Twitter for iPhone","40.79608324","-74.06458134","48","","http://twitter.com/thatsssss_odee/statuses/262738606920175617","","","","","","2012-10-29T02:12:19.000Z",29,2,12,19,"10-29 02:12","","HurricaneSandy,swamps","","post"
"79140",465,396,"en","http://www.twitter.com/SubZeroWildman","SubZeroWildman","11660","?@hannahmarie323: What Lady Liberty is up against #HurricaneSandy #crazy #praying http://t.co/iw3cYX78? that?s fake","Tweetbot for iOS","34.2809086","-88.36982652","37","","http://twitter.com/SubZeroWildman/statuses/263026971192225793","","","","","","2012-10-29T21:18:11.000Z",29,21,18,11,"10-29 21:18","","HurricaneSandy,crazy","hannahmarie323","post"
"62120",2409,558,"en","http://www.twitter.com/ryansongalia","ryansongalia","21302","The front page of The Record here in Bergen County, NJ, #HurricaneSandy is of course the big story http://t.co/d2aNEhTw","Twitter for Android","40.8877733","-74.0489332","68","","http://twitter.com/ryansongalia/statuses/262966185140822016","","","","","","2012-10-29T17:16:40.000Z",29,17,16,40,"10-29 17:16","0","HurricaneSandy","","post"
"114575",117,235,"en","http://www.twitter.com/lindsayh42","lindsayh42","2479","Getting tatted up #trackingsandy #coolestpeoplealive","Twitter for iPhone","41.47451454","-75.6126017","30","","http://twitter.com/lindsayh42/statuses/263148966349246464","","","","","","2012-10-30T05:22:57.000Z",30,5,22,57,"10-30 05:22","","trackingsandy,coolestpeoplealive","","post"
"190235",204,431,"es","http://www.twitter.com/DavidMatellanes","DavidMatellanes","1792","Otra v?ctima de Sandy: La marat?n NY no va!!!","Twitter for Android","42.54072725","-2.83639788","43","","http://twitter.com/DavidMatellanes/statuses/264718965140496384","","","","","","2012-11-03T13:21:34.000Z",3,13,21,34,"11-03 13:21","","","","post"
"153966",403,362,"en","http://www.twitter.com/MacToNice_","MacToNice_","17055","I was gone go trick or treatin till sandy came along and now i have no mask lol","Twitter for iPhone","38.58854174","-75.29669171","35","","http://twitter.com/MacToNice_/statuses/263637366458175488","","","","","","2012-10-31T13:43:40.000Z",31,13,43,40,"10-31 13:43","","","","post"
"142598",156,716,"en","http://www.twitter.com/kooperdoopers","kooperdoopers","3023","this was a telephone stand, yesterday. #sandy @ NYU Langone Medical Center http://t.co/CQpyNfit","Instagram","40.74167305","-73.97428784","29","","http://twitter.com/kooperdoopers/statuses/263416644297162753","","","","","","2012-10-30T23:06:36.000Z",30,23,6,36,"10-30 23:06","0","sandy","","post"
"78101",159,60,"en","http://www.twitter.com/taylorstowe","taylorstowe","340","It's all fun and games until #Sandy comes and fucks our shit up. #keeplaughing","Twitter for Android","42.97002045","-85.88496292","39","","http://twitter.com/taylorstowe/statuses/263023850458054656","","","","","","2012-10-29T21:05:47.000Z",29,21,5,47,"10-29 21:05","0","Sandy,keeplaughing","","post"
"65694",1810,1489,"en","http://www.twitter.com/olaforsstrom","olaforsstrom","11602","First tree to break across the street. (E5th) #HurricaneSandy #NYC http://t.co/SoJDpMyi","HootSuite","40.7249","-73.9834","53","","http://twitter.com/olaforsstrom/statuses/262981920873398272","","","","","","2012-10-29T18:19:10.000Z",29,18,19,10,"10-29 18:19","0","HurricaneSandy,NYC","","post"
"32864",153,190,"en","http://www.twitter.com/kirstinh_","kirstinh_","1241","@MaithBerkley @m11wolfanger hopefully hurricane sandy will let u kids go!","Twitter for iPhone","42.45497189","-75.09125635","41","http://twitter.com/MaithBerkley/statuses/262666503361548289","http://twitter.com/kirstinh_/statuses/262699706667380736","","","","","","2012-10-28T23:37:45.000Z",28,23,37,45,"10-28 23:37","","","MaithBerkley,m11wolfanger","post"
"118909",576,256,"fr","http://www.twitter.com/Mamou_MT","Mamou_MT","11943","@Manon_Frgl  bas si c est un ouragan regarde les info sa sappl L'ouragan sandy. !! G pa vu fin du monde escuz moi","Twitter for iPhone","48.00463065","2.74046636","36","http://twitter.com/Manon_Frgl/statuses/263214940758892544","http://twitter.com/Mamou_MT/statuses/263215296901431296","","","","","","2012-10-30T09:46:31.000Z",30,9,46,31,"10-30 09:46","","","Manon_Frgl","post"
"61454",89,95,"en","http://www.twitter.com/reidthescott","reidthescott","366","#HurricaneSandy, you are 6 seasons late to the jersey shore.","Twitter for iPhone","43.08040508","-89.37842446","29","","http://twitter.com/reidthescott/statuses/262963788100280320","","","","","","2012-10-29T17:07:07.000Z",29,17,7,7,"10-29 17:07","","HurricaneSandy","","post"
"6078",706,1998,"en","http://www.twitter.com/GPSADC","GPSADC","10988","Most large boats have already been moved off of the T-heads in preparation for #sandy #gangplankmarina http://t.co/HovruxVc","Twitter for Android","38.87828955","-77.02409514","54","","http://twitter.com/GPSADC/statuses/261939935777529856","","","","","","2012-10-26T21:18:43.000Z",26,21,18,43,"10-26 21:18","0","sandy,gangplankmarina","","post"
"73144",134,102,"en","http://www.twitter.com/caleb_mcewen","caleb_mcewen","2396","Come at me sandy!!","Twitter for Android","44.1837961","-77.0786434","42","","http://twitter.com/caleb_mcewen/statuses/263008216391249920","","","","","","2012-10-29T20:03:39.000Z",29,20,3,39,"10-29 20:03","","","","post"
"41641",177,228,"en","http://www.twitter.com/joshuagNYC","joshuagNYC","6857","I wonder what wouldved happened if Sandy came on election week","Twitter for iPhone","40.9154257","-74.32044488","44","","http://twitter.com/joshuagNYC/statuses/262765874493157376","","","","","","2012-10-29T04:00:41.000Z",29,4,0,41,"10-29 04:00","0","","","post"
"141717",2636,1304,"es","http://www.twitter.com/gabiosvaldo","gabiosvaldo","8683","@lavozdeldeseo: ""@esSoloPorno: LA CLAVE ESTA EN SABER SI TE GUSTAN?#tits|#Tetasricas|#Sandy|#tittytuesday|#bigbos|#RT http://t.co/wF3vVnO7""","Twitter for BlackBerry?","0","","56","","http://twitter.com/gabiosvaldo/statuses/263408446676795392","","","","","","2012-10-30T22:34:02.000Z",30,22,34,2,"10-30 22:34","","tits,Tetasricas","lavozdeldeseo,esSoloPorno","post"
"22571",191,512,"en","http://www.twitter.com/LoriDoll35","LoriDoll35","3345","ALL BROADWAY SHOWS CANCELLED TONIGHT AND TOMORROW NIGHT #Sandy","Twitter for iPhone","40.81435336","-74.07403923","31","","http://twitter.com/LoriDoll35/statuses/262620868532920320","","","","","","2012-10-28T18:24:28.000Z",28,18,24,28,"10-28 18:24","0","Sandy","","post"
"106809",166,194,"en","http://www.twitter.com/jonk85","jonk85","4799","I'm at Frankenstorm Apocalypse - Hurricane Sandy (Philadelphia, PA) w/ 434 others http://t.co/upvQrf90","foursquare","39.95241819","-75.16345739","39","","http://twitter.com/jonk85/statuses/263109720741642240","","","","","","2012-10-30T02:47:00.000Z",30,2,47,0,"10-30 02:47","0","","","post"
"193078",6,34,"en","http://www.twitter.com/KARYN01334145","KARYN01334145","102","In Hurricane Sandy's Fury, The Fingerprint Of Climate Change http://t.co/lWqBwO3Z","Twitter for Android","56.1226873","-3.7882965","12","","http://twitter.com/KARYN01334145/statuses/264836883434053633","","","","","","2012-11-03T21:10:08.000Z",3,21,10,8,"11-03 21:10","","","","post"
"84786",77,189,"en","http://www.twitter.com/Chuckawoo","Chuckawoo","2144","Parking lot is flooded...good thing my car is named after a dolphin! #Sandy http://t.co/92L3GiVC","Camera on iOS","38.407646","-75.55858","24","","http://twitter.com/Chuckawoo/statuses/263042794782863360","","","","","","2012-10-29T22:21:04.000Z",29,22,21,4,"10-29 22:21","0","Sandy","","post"
"46978",271,239,"en","http://www.twitter.com/Steve_Feliz","Steve_Feliz","4739","#PaulMillerAudi is still open #BecauseWeSuck #Work #Audi #Fml #HurricaneSandy #Hurricane  @ Paul Miller Audi http://t.co/NcYpU5Gk","Instagram","40.85767512","-74.35456753","33","","http://twitter.com/Steve_Feliz/statuses/262887965305499648","","","","","","2012-10-29T12:05:49.000Z",29,12,5,49,"10-29 12:05","","PaulMillerAudi,BecauseWeSuck","","post"
"93131",498,270,"en","http://www.twitter.com/robsoncosta_","robsoncosta_","44498","n?o sabia dessa nova m?sica dela ""terra"" RT @portalR7: ""Sandy"" reduz ligeiramente seus ventos e tocar? terra em uma hora","TweetDeck","-27.8074063","-50.3200587","47","","http://twitter.com/robsoncosta_/statuses/263064751838486528","","","","","","2012-10-29T23:48:19.000Z",29,23,48,19,"10-29 23:48","0","","portalR7","post"
"149292",136,107,"en","http://www.twitter.com/MulliganMullet","MulliganMullet","1027","?@Toure: This is the most incredible Sandy pic I've seen yet. A scuba diver in the subway. http://t.co/oi9EQoGz? - A good fake!","Twitter for iPhone","51.37676019","-2.13322776","18","","http://twitter.com/MulliganMullet/statuses/263518210404515840","","","","","","2012-10-31T05:50:11.000Z",31,5,50,11,"10-31 05:50","","","Toure","post"
"44088",124,395,"en","http://www.twitter.com/kriskris7294","kriskris7294","2881","About to get blown #hurricanesandy","Twitter for Android","41.78762148","-71.39125738","35","","http://twitter.com/kriskris7294/statuses/262806954550898688","","","","","","2012-10-29T06:43:55.000Z",29,6,43,55,"10-29 06:43","0","hurricanesandy","","post"
"200027",85,493,"en","http://www.twitter.com/prisabelcasco","prisabelcasco","1247","This train situation is horrible. How can I get to campus until the NJ Path train runs? :( 
#hurricanesandy #commuterstudentproblems","Twitter for iPhone","40.74802007","-74.14732967","19","","http://twitter.com/prisabelcasco/statuses/265295258231906305","","","","","","2012-11-05T03:31:33.000Z",5,3,31,33,"11-05 03:31","","hurricanesandy,commuterstudentproblems","","post"
"71478",110,155,"en","http://www.twitter.com/iMightBeJoelle","iMightBeJoelle","2073","@SarinaVina follow @hurricannesandy lmaoo","Twitter for Android","26.319052","-80.1764785","31","","http://twitter.com/iMightBeJoelle/statuses/263002384081498113","","","","","","2012-10-29T19:40:29.000Z",29,19,40,29,"10-29 19:40","","","SarinaVina,hurricannesandy","post"
"90263",405,185,"en","http://www.twitter.com/citybeatdavid","citybeatdavid","3739","@citybeatpaulo Have you seen the day after tomorrow? #Sandy","Twitter for Android","54.7323929","-5.8218896","44","http://twitter.com/citybeatpaulo/statuses/263052419502583808","http://twitter.com/citybeatdavid/statuses/263057170118098944","","","","","","2012-10-29T23:18:11.000Z",29,23,18,11,"10-29 23:18","","Sandy","citybeatpaulo","post"
"101393",207,661,"en","http://www.twitter.com/CarMastersVA","","238","Still have power! #yes #hurricanesandy #Sandy","Twitter for iPhone","38.92241201","-77.09295256","25","","http://twitter.com/CarMastersVA/statuses/263090823648903168","","","","","","2012-10-30T01:31:55.000Z",30,1,31,55,"10-30 01:31","","yes,hurricanesandy","","post"
"79692",186,165,"en","http://www.twitter.com/smileinyrsleep","smileinyrsleep","12847","At the end of the day, Sandy will love me ??","Twitter for iPhone","41.79912653","-72.59951653","44","","http://twitter.com/smileinyrsleep/statuses/263028762495549440","","","","","","2012-10-29T21:25:18.000Z",29,21,25,18,"10-29 21:25","","","","post"
"29912",610,811,"en","http://www.twitter.com/clpreg","clpreg","5599","Feeling good about Zone C going around my building, apparently. #frankenstorm #sandy @ Seek http://t.co/rwhQODZW","Instagram","40.69000838","-73.97712596","41","","http://twitter.com/clpreg/statuses/262679237700485122","","","","","","2012-10-28T22:16:25.000Z",28,22,16,25,"10-28 22:16","","frankenstorm,sandy","","post"
"159407",92,143,"pt","http://www.twitter.com/silviodantas","silviodantas","2748","@moniquevansreal a Sandy faz bonequinhos de Helio kitty com cheiro de rosas","Twitter for iPhone","-8.04034222","-34.88843367","43","http://twitter.com/moniquevansreal/statuses/263753990267883520","http://twitter.com/silviodantas/statuses/263756241413758977","","","","","","2012-10-31T21:36:02.000Z",31,21,36,2,"10-31 21:36","","","moniquevansreal","post"
"55652",282,412,"en","http://www.twitter.com/Imre11e","Imre11e","4121","Damn #hurricanesandy ; you're doing some real damage out there -___-  @ Wallwork Hall (IUP) http://t.co/MokmJ4Mc","Instagram","40.61755365","-79.15609616","42","","http://twitter.com/Imre11e/statuses/262940999083515904","","","","","","2012-10-29T15:36:34.000Z",29,15,36,34,"10-29 15:36","","hurricanesandy","","post"
